Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Sex_male,Cabin_encoded,interaction4,interaction5,interaction6,Ratio1,Ratio4
0,3,-2.120391595027658,4,1,0.457519539438721,False,True,False,True,0.3032166537316116,-0.9701205859867892,1.3725586183161629,0.457519539438721,-4.634537789640475,2.185699000367912
1,2,-0.0431026447727782,0,0,-0.3336984726090336,False,False,True,True,0.2968424733612231,0.0143832867260858,-0.6673969452180673,-0.3336984726090336,0.1291664430939065,-2.9967173424003524
0,3,0.1107706108016572,1,0,-0.018385836972892,False,False,True,False,0.2988627251557665,-0.0020366103915869,-0.0551575109186761,-0.0,-6.024779343196436,-0.0
1,3,-0.0431026447727782,0,0,-0.8828741679067217,True,False,False,False,0.3032153651919821,0.0380542116383456,-2.648622503720165,-0.0,0.0488208244612863,-0.0
0,2,0.4185171219505283,0,0,0.3444394801955362,False,False,True,True,0.3032166537316116,0.1441538199375718,0.6888789603910724,0.3444394801955362,1.215067220845121,2.903267649319137
1,2,0.3415804941633105,0,0,-0.3336984726090336,False,False,True,True,0.3842917251051893,-0.1139848891753356,-0.6673969452180673,-0.3336984726090336,-1.023620190684875,-2.9967173424003524
1,3,-1.120215433793827,0,0,-0.7865550587251358,False,True,False,False,0.3032166537316116,0.881111116312507,-2.3596651761754077,-0.0,1.4242047284134116,-0.0
1,1,-0.120039272559996,0,0,0.6557188297748954,False,False,True,True,0.3842917251051893,-0.0787120113300703,0.6557188297748954,0.6557188297748954,-0.1830651601101723,1.5250438977683385
0,3,-1.658771828304351,3,1,0.1364991380659541,False,False,True,False,0.3032153651919821,-0.2264209248116307,0.4094974141978623,0.0,-12.15225130215006,0.0
1,3,0.6493270053121817,1,5,0.5322916934007406,False,False,True,False,0.2968424733612231,0.3456313712284528,1.5968750802022216,0.0,1.219870633643967,0.0
0,3,-0.0431026447727782,0,0,-0.8828741679067217,True,False,False,True,0.3032153651919821,0.0380542116383456,-2.648622503720165,-0.8828741679067217,0.0488208244612863,-1.132664241803542
0,1,-0.812468922644956,3,2,2.6987007794454887,False,False,True,True,0.5993424724349624,-2.1926105148171797,2.6987007794454887,2.6987007794454887,-0.3010592833533389,0.3705486757244252
1,3,-0.0431026447727782,0,0,-0.8038521494426432,False,True,False,False,0.3032153651919821,0.0346481536472605,-2.411556448327929,-0.0,0.0536201150953739,-0.0
0,3,-0.0431026447727782,0,0,-0.8019236166026618,False,False,True,True,0.2977793743241432,0.0345650287813261,-2.4057708498079853,-0.8019236166026618,0.0537490652231717,-1.2470015588722605
0,1,0.8032002608866171,0,0,0.4082334475616762,True,False,False,True,0.3032153651919821,0.3278932115841814,0.4082334475616762,0.4082334475616762,1.9675023339807771,2.449578803434325
1,1,-0.0431026447727782,1,0,2.097794920021772,True,False,False,False,0.3834269662921348,-0.0904205092438372,2.097794920021772,0.0,-0.0205466436978171,0.0
1,3,-0.0431026447727782,0,0,-0.8189865811572414,False,True,False,False,0.2968424733612231,0.0353004876812927,-2.4569597434717245,-0.0,0.0526292441957639,-0.0
0,2,2.80355258335428,0,0,-0.5368057694182641,False,False,True,True,0.2988627251557665,-1.5049632016120558,-1.0736115388365282,-0.5368057694182641,-5.222657324254333,-1.8628711853892683
0,1,-0.120039272559996,1,0,1.5060857797883969,True,False,False,True,0.3032153651919821,-0.1807894414187535,1.5060857797883969,1.5060857797883969,-0.0797028125296166,0.6639728051482557
0,1,0.9570735164610528,1,0,1.0408277503255374,False,False,True,True,0.3032166537316116,0.9961486750343086,1.0408277503255374,1.0408277503255374,0.9195311291053788,0.9607737684619114
1,3,-0.0431026447727782,0,0,-0.8823470582632056,True,False,False,True,0.2977793743241432,0.0380314918186248,-2.6470411747896168,-0.8823470582632056,0.0488499897734352,-1.133340889658974
0,3,-0.6585956670705204,0,0,-0.7841792430073967,False,False,True,True,0.2968424733612231,0.5164570516513122,-2.35253772902219,-0.7841792430073967,0.8398534811311096,-1.2752186555779157
0,3,-0.8894055504321737,2,0,-0.018385836972892,False,False,True,False,0.2988627251557665,0.0163524654530312,-0.0551575109186761,-0.0,48.37449346165244,-0.0
1,3,-1.1971520615810447,1,0,-0.4722721171540273,True,False,False,False,0.3032166537316116,0.5653815386781885,-1.416816351462082,-0.0,2.534877707359133,-0.0
0,3,0.8032002608866171,1,0,-0.6331972544104215,False,False,True,False,0.3032166537316116,-0.5085841999351403,-1.8995917632312644,-0.0,-1.2684834864523973,-0.0
0,2,-0.1969759003472138,1,0,0.1329851701219792,False,False,True,False,0.2968424733612231,-0.0261948736176042,0.2659703402439584,0.0,-1.4811869636782795,0.0
0,3,-0.0431026447727782,0,0,-0.8019236166026618,True,False,False,True,0.3032166537316116,0.0345650287813261,-2.4057708498079853,-0.8019236166026618,0.0537490652231717,-1.2470015588722605
1,2,-2.0434549672404403,1,2,0.8147822510349934,True,False,False,False,0.3032153651919821,-1.6649708380968045,1.6295645020699867,0.0,-2.507976781090532,0.0
1,3,-0.812468922644956,0,0,-0.8038521494426432,False,True,False,False,0.2968424733612231,0.6531048898234965,-2.411556448327929,-0.0,1.0107193508262524,-0.0
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.3032153651919821,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
0,3,-0.0431026447727782,1,0,-0.1640522996256444,False,True,False,True,0.2968424733612231,0.0070710879949215,-0.4921568988769333,-0.1640522996256444,0.2627372177722312,-6.095617082369025
1,3,-0.0431026447727782,0,0,-0.8189865811572414,False,True,False,False,0.2977793743241432,0.0353004876812927,-2.4569597434717245,-0.0,0.0526292441957639,-0.0
0,3,-0.0431026447727782,2,0,0.1643797141666736,True,False,False,True,0.3032166537316116,-0.0070852004275769,0.493139142500021,0.1643797141666736,-0.2622138929446861,6.083475720039547
0,3,-0.8894055504321737,1,0,-0.0293120756270651,False,False,True,False,0.2977793743241432,0.0260703227573993,-0.0879362268811954,-0.0,30.342632904881903,-0.0
0,3,-1.7357084560915692,4,1,0.7678594338107121,False,False,True,True,0.2968424733612231,-1.3327801123549377,2.303578301432136,0.7678594338107121,-2.2604507800049314,1.302321695830742
0,3,-0.6585956670705204,0,0,-0.8131032608653792,False,False,True,True,0.2968424733612231,0.5355062844868498,-2.439309782596138,-0.8131032608653792,0.8099778942831718,-1.2298560934753946
1,1,1.4956299109715772,1,0,1.4362199751817062,True,False,False,False,1.0,2.148053553616616,1.4362199751817062,0.0,1.041365484965041,0.0
1,2,-0.0431026447727782,1,0,0.3444394801955362,False,False,True,False,0.3032153651919821,-0.0148462525605885,0.6888789603910724,0.0,-0.1251385141689018,0.0
0,1,2.7266159555670617,0,1,1.2189504454470093,True,False,False,True,0.3842917251051893,3.323609733601393,1.2189504454470093,1.2189504454470093,2.236855456882143,0.8203778945527875
1,1,-0.0431026447727782,0,0,0.6557188297748954,False,False,True,True,1.0,-0.0282632157906091,0.6557188297748954,0.6557188297748954,-0.0657334253884018,1.5250438977683385
1,2,-0.6585956670705204,0,0,-0.5368057694182641,False,False,True,False,0.3032166537316116,0.3535379537973256,-1.0736115388365282,-0.0,1.2268788910078965,-0.0
0,3,-0.0815709586663871,0,0,-0.8823470582632056,True,False,False,True,0.2968424733612231,0.0719738954189962,-2.6470411747896168,-0.8823470582632056,0.0924477028652986,-1.133340889658974
1,2,-1.8895817116660047,1,2,0.4092826615690944,False,False,True,False,0.2977793743241432,-0.7733730322029476,0.8185653231381889,0.0,-4.616813486361207,0.0
0,3,-1.427961944942698,5,2,0.936361092700485,False,False,True,True,0.2968424733612231,-1.3370880071012543,2.809083278101455,0.936361092700485,-1.5250120451122398,1.0679640662086665
0,3,-0.5816590392833026,0,0,-0.8823470582632056,True,False,False,True,0.3032153651919821,0.5132251422238244,-2.6470411747896168,-0.8823470582632056,0.6592179730595223,-1.133340889658974
1,1,0.6493270053121817,0,0,1.4787785499834798,False,False,False,False,1.0,0.9602108473806632,1.4787785499834798,0.0,0.4390968514653094,0.0
0,1,1.187883399822706,1,0,1.5221510751129648,False,False,True,True,1.0,1.808137994148976,1.5221510751129648,1.5221510751129648,0.7803978325440191,0.6569650124418734
0,3,-1.9665183394532224,3,2,0.4146557174979072,False,False,True,True,0.3032153651919821,-0.815428073018769,1.2439671524937217,0.4146557174979072,-4.742532796411152,2.4116392414269487
0,1,-0.0431026447727782,0,0,0.4082334475616762,True,False,False,True,0.3032153651919821,-0.0175959412746175,0.4082334475616762,0.4082334475616762,-0.1055833250073569,2.449578803434325
1,3,-0.0431026447727782,1,1,-0.1800831698720664,True,False,False,True,0.2988627251557665,0.0077620609005515,-0.5402495096161992,-0.1800831698720664,0.2393485454715118,-5.552989769729253
1,2,-0.0431026447727782,0,0,-0.5368057694182641,False,False,True,False,1.0,0.0231377483912133,-1.0736115388365282,-0.0,0.080294674961278,-0.0
0,3,-0.812468922644956,0,0,-0.7718965778779472,False,False,True,True,0.3032166537316116,0.6271419810218241,-2.3156897336338416,-0.7718965778779472,1.0525618922661215,-1.2955103425243073
1,3,-0.9663421782193916,4,2,-0.798539974052802,False,False,True,False,0.3032153651919821,0.7716628579214411,-2.395619922158406,-0.0,1.2101362606995727,-0.0
0,3,-0.2739125281344315,2,0,-0.7165619336211217,False,False,True,True,0.2988627251557665,0.1962752908030582,-2.149685800863365,-0.7165619336211217,0.382259390685497,-1.3955527820833762
0,2,0.187707238588875,0,0,-0.5368057694182641,False,False,True,True,0.2968424733612231,-0.1007623286360787,-1.0736115388365282,-0.5368057694182641,-0.3496744060562038,-1.8628711853892683
0,3,-1.0432788060066092,5,2,0.936361092700485,False,False,True,False,0.3032166537316116,-0.9768856827836058,2.809083278101455,0.0,-1.1141842758521407,0.0
0,2,-0.6585956670705204,0,0,1.3924082286355357,False,False,True,True,0.3032166537316116,-0.9170340261727022,2.784816457271071,1.3924082286355357,-0.4729903583778005,0.7181801855479778
0,3,-0.2739125281344315,1,0,-0.2316612596882322,True,False,False,True,0.2988627251557665,0.0634549213120107,-0.6949837790646967,-0.2316612596882322,1.1823838327697118,-4.3166475108777
1,3,0.187707238588875,0,0,1.1248955097361604,False,False,True,True,0.2977793743241432,0.2111510298335996,3.374686529208481,1.1248955097361604,0.1668663773339276,0.8889714567662785
0,3,-0.3508491559216493,0,0,-0.830854756854953,False,False,True,True,0.0,0.2915046901360474,-2.492564270564859,-0.830854756854953,0.4222749560341014,-1.2035797974910982
0,3,-0.0431026447727782,0,0,-0.8019236166026618,False,False,True,True,0.3032166537316116,0.0345650287813261,-2.4057708498079853,-0.8019236166026618,0.0537490652231717,-1.2470015588722605
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.2988627251557665,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
1,2,-2.2104074495387027,0,2,0.4532263111425748,False,False,True,True,0.3032166537316116,-1.0018148144764931,0.9064526222851496,0.4532263111425748,-4.877050151758199,2.206403237003208
1,3,0.0338339830144394,0,0,-0.3731626361213422,False,False,True,False,0.3032153651919821,-0.0126255782921529,-1.1194879083640268,-0.0,-0.0906681959536742,-0.0
0,3,-0.5816590392833026,0,0,-0.6811127586453682,False,False,True,True,0.2968424733612231,0.3961753928372649,-2.0433382759361045,-0.6811127586453682,0.8539834732212854,-1.4681856818962706
1,3,-0.0431026447727782,0,0,-0.6307359423566569,False,False,True,True,0.2968424733612231,0.0271863872688225,-1.8922078270699707,-0.6307359423566569,0.0683370676669086,-1.58544952466739
1,3,-0.0431026447727782,0,0,-0.8145709511162281,False,True,False,False,0.2968424733612231,0.0351101623481869,-2.4437128533486843,-0.0,0.0529145370501042,-0.0
0,1,-0.120039272559996,0,0,0.940663265248102,False,False,True,True,0.2968424733612231,-0.1129165340842927,0.940663265248102,0.940663265248102,-0.1276113110766959,1.0630796768025674
1,2,-0.9663421782193916,0,0,-0.5368057694182641,False,False,True,False,0.2968424733612231,0.5187380565003817,-1.0736115388365282,-0.0,1.8001709990312058,-0.0
1,3,0.2646438663760928,3,0,-0.1423794216910609,False,False,True,False,0.3032166537316116,-0.0376798406487144,-0.4271382650731827,-0.0,-1.8587227229390275,-0.0
0,3,-1.0432788060066092,1,3,0.6233938271906204,False,False,True,True,0.2977793743241432,-0.6503735677033209,1.8701814815718607,0.6233938271906204,-1.6735468984481892,1.6041223964417304
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.2968424733612231,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
1,1,-0.5047224114960849,3,2,2.6987007794454887,False,False,True,False,0.4600025702798137,-1.362094765308091,2.6987007794454887,0.0,-0.1870242211883126,0.0
0,3,-0.4277857837088671,0,0,-0.7841792430073967,False,False,True,True,0.2988627251557665,0.3354607320381453,-2.35253772902219,-0.7841792430073967,0.5455204119765665,-1.2752186555779157
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.3032153651919821,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
0,3,-0.7355322948577382,0,0,-0.806763380796033,False,False,True,True,0.3032166537316116,0.5934005208840935,-2.420290142388099,-0.806763380796033,0.9117075865937158,-1.2395208109387668
0,1,1.2648200276099235,1,0,1.2056809915054134,False,False,True,True,0.3842917251051893,1.5249694649646373,1.2056809915054134,1.2056809915054134,1.0490503180535915,0.8294067892298774
0,3,-0.2739125281344315,1,2,0.112843580663265,False,False,True,True,0.2977793743241432,-0.0309092704632165,0.3385307419897952,0.112843580663265,-2.427364733770812,8.861824430971273
0,3,2.264996188843755,0,0,-0.8797405693934278,False,False,True,True,0.3032153651919821,-1.9926090368473488,-2.639221708180284,-0.8797405693934278,-2.5746183223145507,-1.136698743687005
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.2968424733612231,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
0,1,3.188235722290368,0,0,0.6315110816648204,True,False,False,True,0.3828892005610098,2.0134061895860103,0.6315110816648204,0.6315110816648204,5.04858238415292,1.5835034871656584
1,1,-0.5047224114960849,0,1,1.241316266924983,True,False,False,True,0.3842917251051893,-0.6265201396716953,1.241316266924983,1.241316266924983,-0.4066025918973854,0.8055964677537198
1,2,0.3415804941633105,0,1,0.2228261499229997,False,False,True,False,0.3032166537316116,0.0761130664032061,0.4456522998459994,0.0,1.5329461747705455,0.0
0,2,0.3415804941633105,1,0,0.3444394801955362,False,False,True,True,0.3032153651919821,0.117653807854545,0.6888789603910724,0.3444394801955362,0.991699598342784,2.903267649319137
0,3,-0.120039272559996,0,0,-0.8019236166026618,False,False,True,False,0.2968424733612231,0.0962623275856646,-2.4057708498079853,-0.0,0.1496891600082072,-0.0
0,3,-0.0431026447727782,0,0,-0.8019236166026618,False,False,True,True,0.2968424733612231,0.0345650287813261,-2.4057708498079853,-0.8019236166026618,0.0537490652231717,-1.2470015588722605
0,1,-0.6585956670705204,0,1,1.443609675522841,False,False,True,True,0.0,-0.950755077240423,1.443609675522841,1.443609675522841,-0.4562145005241758,0.6927080200108966
0,3,0.2646438663760928,0,0,-0.7174492400289059,False,False,True,True,0.3032153651919821,-0.1898685408098391,-2.1523477200867176,-0.7174492400289059,-0.3688677213811395,-1.393826830117919
0,3,0.5723903775249639,2,0,-0.798539974052802,False,False,True,True,0.3032166537316116,-0.4570765972168582,-2.395619922158406,-0.798539974052802,-0.7167961481250977,-1.2522854615840144
0,3,-0.120039272559996,0,0,-0.8019236166026618,False,False,True,True,0.3032153651919821,0.0962623275856646,-2.4057708498079853,-0.8019236166026618,0.1496891600082072,-1.2470015588722605
1,3,-0.6585956670705204,0,0,-0.830854756854953,False,False,True,False,0.3032166537316116,0.5471973428296029,-2.492564270564859,-0.0,0.7926724396012517,-0.0
1,3,-0.0431026447727782,0,0,-0.8160407306065733,False,False,True,True,0.2968424733612231,0.0351735137314535,-2.44812219181972,-0.8160407306065733,0.0528192321242832,-1.2254290288386551
0,3,0.6493270053121817,0,0,-0.8019236166026618,False,False,True,True,0.3032153651919821,-0.5207106604577205,-2.4057708498079853,-0.8019236166026618,-0.809711787842147,-1.2470015588722605
1,3,-0.0431026447727782,1,0,0.2711522804976662,False,True,False,False,0.2977793743241432,-0.0116873804256196,0.8134568414929986,0.0,-0.1589610262309752,0.0
0,1,1.3417566553971416,0,0,1.0408277503255374,False,False,True,True,0.3842917251051893,1.3965375611213242,1.0408277503255374,1.0408277503255374,1.289124598164762,0.9607737684619114
0,3,-1.158683747687436,1,0,-0.2316612596882322,True,False,False,False,0.2988627251557665,0.2684221365695532,-0.6949837790646967,-0.0,5.001629315349415,-0.0
0,3,-0.5816590392833026,0,0,-0.7841792430073967,False,False,True,True,0.2988627251557665,0.4561249451135899,-2.35253772902219,-0.7841792430073967,0.7417424580795952,-1.2752186555779157
0,3,-0.7355322948577382,1,0,-0.5992616204389827,False,False,True,False,0.3032153651919821,0.4407762749016518,-1.797784861316948,-0.0,1.227397633639431,-0.0
0,3,-0.9663421782193916,0,0,-0.2313873684347229,True,False,False,False,0.3032153651919821,0.223599373625663,-0.6941621053041689,-0.0,4.1762961597966735,-0.0
0,3,-0.6585956670705204,0,0,-0.798539974052802,False,False,True,True,0.2968424733612231,0.5259149668937811,-2.395619922158406,-0.798539974052802,0.8247497789346385,-1.2522854615840144
0,3,3.1497674083967597,0,0,-0.8189865811572414,False,True,False,True,0.2977793743241432,-2.5796172412433664,-2.4569597434717245,-0.8189865811572414,-3.845932864914693,-1.2210212267299712
0,2,-0.0431026447727782,1,0,0.1329851701219792,False,False,True,True,0.3032166537316116,-0.0057320125478151,0.2659703402439584,0.1329851701219792,-0.3241161757603712,7.519635453207008
0,1,-0.4277857837088671,0,1,2.6363132839087284,True,False,False,True,1.0,-1.1277773442589925,2.6363132839087284,2.6363132839087284,-0.1622666722957185,0.3793175894927595
0,3,-2.120391595027658,4,2,0.5286989276421437,False,False,True,False,0.2988627251557665,-1.1210487624725374,1.586096782926431,0.0,-4.0105842553606825,0.0
0,2,-0.6585956670705204,2,0,1.3924082286355357,False,False,True,True,0.3032166537316116,-0.9170340261727022,2.784816457271071,1.3924082286355357,-0.4729903583778005,0.7181801855479778
0,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,True,True,0.3032166537316116,0.0338001993495339,-2.35253772902219,-0.7841792430073967,0.0549652967189947,-1.2752186555779157
0,2,0.2261755524824839,1,0,0.4894379098126231,True,False,False,True,0.2968424733612231,0.1106988896577421,0.9788758196252462,0.4894379098126231,0.4621128603811527,2.0431600821089666
1,2,0.2261755524824839,0,0,-0.3336984726090336,False,False,True,False,1.0,-0.0754744364049092,-0.6673969452180673,-0.0,-0.6777842005512406,-0.0
0,1,1.880313049907666,0,1,1.443609675522841,False,False,True,True,0.0,2.714438111858569,1.443609675522841,1.443609675522841,1.302507929802189,0.6927080200108966
1,3,-1.3510253171554802,1,0,-0.4722721171540273,True,False,False,True,0.2977793743241432,0.6380515868617099,-1.416816351462082,-0.4722721171540273,2.860692528910944,-2.117423332180034
0,3,-0.0431026447727782,0,0,-0.8189865811572414,False,True,False,True,0.3032153651919821,0.0353004876812927,-2.4569597434717245,-0.8189865811572414,0.0526292441957639,-1.2210212267299712
1,3,-0.4277857837088671,0,0,-0.8933844909173265,False,False,True,True,0.3032166537316116,0.3821771846004158,-2.68015347275198,-0.8933844909173265,0.4788372621844117,-1.119338885067504
1,3,-0.0431026447727782,1,1,0.1948433640252768,True,False,False,False,0.3834269662921348,-0.0083982643059146,0.5845300920758306,0.0,-0.2212168989608832,0.0
0,3,1.187883399822706,0,0,-0.91474459673667,False,False,True,True,0.2977793743241432,-1.0866099215410057,-2.74423379021001,-0.91474459673667,-1.2985956998931203,-1.0932013193272492
0,3,0.2646438663760928,0,0,-0.8019236166026618,True,False,False,True,0.2977793743241432,-0.2122241664360278,-2.4057708498079853,-0.8019236166026618,-0.3300113139169698,-1.2470015588722605
0,3,-0.7355322948577382,0,0,-0.9050797531497122,False,False,True,True,0.3032153651919821,0.665715387863483,-2.715239259449137,-0.9050797531497122,0.812671250569972,-1.1048750085503092
0,3,1.3417566553971416,1,0,-0.2286058134653583,False,False,True,False,0.2968424733612231,-0.306733371679622,-0.6858174403960748,-0.0,-5.86930242524416,-0.0
1,2,-0.0431026447727782,1,0,0.3444394801955362,False,False,True,False,0.2968424733612231,-0.0148462525605885,0.6888789603910724,0.0,-0.1251385141689018,0.0
0,2,-0.3508491559216493,0,0,-0.3336984726090336,False,False,True,True,0.3032153651919821,0.117077827447223,-0.6673969452180673,-0.3336984726090336,1.0513957501169318,-2.9967173424003524
0,2,-0.5047224114960849,0,0,-0.1928732839633732,True,False,False,True,0.2977793743241432,0.0973474689951629,-0.3857465679267465,-0.1928732839633732,2.6168601535914737,-5.184751249374177
1,1,-0.812468922644956,0,2,0.3552168481314282,False,False,True,False,0.3828892005610098,-0.2886026499066784,0.3552168481314282,0.0,-2.287247710571282,0.0
0,1,0.5723903775249639,1,0,1.0620380556287106,False,False,True,True,1.0,0.6079003636071962,1.0620380556287106,1.0620380556287106,0.538954677274834,0.9415858449705128
0,3,-1.0432788060066092,0,0,-0.6589770356240848,False,False,True,True,0.2968424733612231,0.6874967749116699,-1.9769311068722544,-0.6589770356240848,1.5831793061173536,-1.517503563766754
0,1,-0.4277857837088671,0,0,1.4685301291949246,True,False,False,True,0.3828892005610098,-0.6282163122177347,1.4685301291949246,1.4685301291949246,-0.2913020136286799,0.6809530019981398
0,3,-0.0431026447727782,0,2,-0.1800831698720664,True,False,False,False,0.2968424733612231,0.0077620609005515,-0.5402495096161992,-0.0,0.2393485454715118,-0.0
1,3,-0.5816590392833026,0,0,-0.8189865811572414,False,False,True,False,0.3032153651919821,0.4763709479818376,-2.4569597434717245,-0.0,0.7102180336842747,-0.0
1,3,-0.4277857837088671,1,0,-0.1423794216910609,False,False,True,False,0.2968424733612231,0.0609078924921257,-0.4271382650731827,-0.0,3.0045478386412428,-0.0
0,3,-0.812468922644956,0,0,-0.9442940832331416,False,True,False,True,0.3032153651919821,0.767209596464437,-2.8328822496994253,-0.9442940832331416,0.8603981927570347,-1.05899212730014
0,2,-0.8894055504321737,0,0,-0.4507125974257932,False,False,True,True,0.2988627251557665,0.4008662858002023,-0.9014251948515865,-0.4507125974257932,1.9733319093185728,-2.218708786289567
0,2,-0.812468922644956,1,1,0.6904870950626278,False,False,True,True,0.2977793743241432,-0.5609993062257785,1.3809741901252557,0.6904870950626278,-1.1766605465251516,1.4482529900277124
1,3,-0.1969759003472138,0,0,-0.8135961720983267,False,False,True,True,0.3032153651919821,0.1602588385181146,-2.44078851629498,-0.8135961720983267,0.2421052447176563,-1.22911099424291
0,3,-1.5818352005171337,2,2,0.6233938271906204,False,False,True,False,0.3032153651919821,-0.9861062996352185,1.8701814815718607,0.0,-2.537457272629429,0.0
0,2,0.533922063631355,0,2,0.3444394801955362,False,False,True,True,1.0,0.1839038380621119,0.6888789603910724,0.3444394801955362,1.5501186545986267,2.903267649319137
0,2,0.9570735164610528,0,0,-0.3336984726090336,False,False,True,True,0.2977793743241432,-0.3193739706176101,-0.6673969452180673,-0.3336984726090336,-2.8680788047309256,-2.9967173424003524
0,2,1.6495031665460127,0,0,-0.3693384839068557,False,False,True,True,0.3032153651919821,-0.609224998731662,-0.7386769678137114,-0.3693384839068557,-4.466101525889202,-2.7075434691289635
1,1,-0.5816590392833026,1,0,1.2920564383571118,False,False,True,False,0.0,-0.7515363066346034,1.2920564383571118,0.0,-0.4501808295796269,0.0
0,3,1.9957179915884928,0,0,-0.7841792430073967,False,False,True,True,0.2988627251557665,-1.5650006239001062,-2.35253772902219,-0.7841792430073967,-2.5449768141461355,-1.2752186555779157
0,3,0.841668574780226,0,2,-0.2286058134653583,False,False,True,True,0.3032153651919821,-0.1924103292058623,-0.6858174403960748,-0.2286058134653583,-3.681746155190266,-4.374341950632566
0,3,-0.0431026447727782,0,0,-0.8719479292525482,False,False,True,True,0.3032166537316116,0.0375832618549321,-2.6158437877576444,-0.8719479292525482,0.0494325903264966,-1.1468574744563254
0,1,1.6495031665460127,0,1,1.2090665177433997,True,False,False,True,0.3032153651919821,1.9943590495824983,1.2090665177433997,1.2090665177433997,1.3642782612363162,0.8270843541895437
1,3,-1.0432788060066092,0,0,-0.8209591021193487,False,True,False,False,0.2977793743241432,0.8564892318393321,-2.4628773063580462,-0.0,1.270804846810676,-0.0
0,3,0.0338339830144394,0,0,-0.7841792430073967,False,False,True,True,0.2988627251557665,-0.0265319071881882,-2.35253772902219,-0.7841792430073967,-0.0431457263325195,-1.2752186555779157
0,3,-0.0431026447727782,0,0,-0.7165619336211217,False,False,True,True,0.3032166537316116,0.0308857144825663,-2.149685800863365,-0.7165619336211217,0.0601520158278022,-1.3955527820833762
